stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
08A_1_S1,Bến Đường Yên Phụ,,21.042849,105.848140,,
08A_1_S2,Bến Ngõ 187 Đường Hồng Hà (Điểm trung chuyển Long Biên),,21.041682,105.849091,,
08A_1_S3,Bến Phố Hàng Mắm (Khách Sạn Hanoi Stars),,21.033716,105.854257,,
08A_1_S4,Bến Phố Lý Thái Tổ (Cung Thiếu nhi Hà Nội),,21.028366,105.855490,,
08A_1_S5,"Bến 38 Phố Ngô Quyền, Phường Cửa Nam",,21.022933,105.854207,,
08A_1_S6,"Bến 36 Phố Lý Thường Kiệt, Phường Cửa Nam",,21.023233,105.851691,,
08A_1_S7,"Bến 56 Phố Bà Triệu, Phường Cửa Nam",,21.022283,105.850240,,
08A_1_S8,"Bến 43 Phố Trần Quốc Toản, Phường Cửa Nam",,21.019450,105.849257,,
08A_1_S9,"Bến Phố Bà Triệu, Phường Hai Bà Trưng",,21.016300,105.849057,,
08A_1_S10,"Bến Phố Lê Đại Hành, Phường Hai Bà Trưng",,21.011550,105.848890,,
08A_1_S11,"Bến 218 Phố Bạch Mai, Phường Bạch Mai",,21.004233,105.850907,,
08A_1_S12,"Bến 1 Đường Đại Cồ Việt, Phường Bạch Mai",,21.003667,105.848407,,
08A_1_S13,"Bến 1 Đường Đại Cồ Việt, Phường Bạch Mai",,21.003133,105.847324,,
08A_1_S14,"Bến 207 Đường Giải Phóng, Phường Bạch Mai",,20.999850,105.845157,,
08A_1_S15,"Bến Phố Trần Đại Nghĩa, Phường Bạch Mai",,20.997726,105.845752,,
08A_1_S16,Bến Đường Giải Phóng,,20.993434,105.840924,,
08A_1_S17,Bến Đường Giải Phóng,,20.987850,105.840791,,
08A_1_S18,Bến Đường Giải Phóng,,20.984484,105.840757,,
08A_1_S19,Bến Đường Giải Phóng,,20.980634,105.840691,,
08A_1_S20,Bến Đường Giải Phóng,,20.976517,105.840624,,
08A_1_S21,Bến GIải Phóng,,20.972034,105.840607,,
08A_1_S22,Bến Phố Linh Đường,,20.965128,105.841673,,
08A_1_S23,Bến Đường Ngọc Hồi,,20.960314,105.842027,,
08A_1_S24,"Bến Đường Tựu Liệt, Phường Hoàng Liệt",,20.955235,105.843057,,
08A_1_S25,Bến Phường Hoàng Liệt,,20.952385,105.843657,,
08A_1_S26,Bến Đường Ngọc Hồi,,20.946802,105.844007,,
08A_1_S27,Bến Ngõ 1 Phan Trọng Tuệ,,20.942535,105.843707,,
08A_1_S28,Bến Đường Ngọc Hồi,,20.939152,105.844124,,
08A_1_S29,Bến Đường Ngọc Hồi,,20.935552,105.845574,,
08A_1_S30,Bến Đường Ngọc Hồi,,20.932435,105.846807,,
08A_1_S31,Bến Đường Ngọc Hồi,,20.927052,105.849141,,
08A_1_S32,Bến Đường Ngũ Hiệp,,20.925069,105.852374,,
08A_1_S33,Bến Đường Ngũ Hiệp,,20.923435,105.856257,,
08A_1_S34,Bến Đường Ngũ Hiệp,,20.920152,105.864290,,
08A_1_S35,Bến Đường Ngũ Hiệp,,20.916869,105.867657,,
08A_1_S36,Bến Ngõ Đồng Nội 2,,20.915752,105.871723,,
08A_1_S37,Bến Xã Nam Phù,,20.918886,105.873540,,
08A_2_S1,Bến Xã Nam Phù,,20.918886,105.873540,,
08A_2_S2,Bến Đường Đông Mỹ,,20.916486,105.872090,,
08A_2_S3,Bến Đường Ngũ Hiệp,,20.917102,105.867507,,
08A_2_S4,Bến Đường Ngũ Hiệp,,20.920019,105.864540,,
08A_2_S5,Bến Đường Ngũ Hiệp,,20.923485,105.856324,,
08A_2_S6,Bến Đường Ngũ Hiệp,,20.925202,105.852324,,
08A_2_S7,Bến Đường Ngọc Hồi,,20.926969,105.849407,,
08A_2_S8,Bến Đường Ngọc Hồi,,20.932190,105.847149,,
08A_2_S9,Bến Đường Ngọc Hồi,,20.935702,105.845791,,
08A_2_S10,Bến Đường Ngọc Hồi,,20.939335,105.844341,,
08A_2_S11,Bến 484 Đường Ngọc Hồi,,20.944402,105.844407,,
08A_2_S12,Bến Đường Ngọc Hồi,,20.947252,105.844307,,
08A_2_S13,"Bến Đường Ngọc Hồi, Phường Hoàng Liệt",,20.951879,105.843979,,
08A_2_S14,"Bến Đường Ngọc Hồi, Phường Yên Sở",,20.955851,105.843224,,
08A_2_S15,"Bến Đường Ngọc Hồi, Phường Yên Sở",,20.958151,105.842757,,
08A_2_S16,Bến Đường Ngọc Hồi (Bến xe Nước Ngầm),,20.965018,105.841957,,
08A_2_S17,Bến Đường Giải Phóng,,20.971297,105.841121,,
08A_2_S18,Bến Đường Giải Phóng (Bến xe Giáp Bát),,20.980834,105.841441,,
08A_2_S19,Bến Đường Giải Phóng,,20.984922,105.841010,,
08A_2_S20,Bến Đường Giáp Bát,,20.989627,105.841102,,
08A_2_S21,Bến Đường Giải Phóng,,20.993634,105.841124,,
08A_2_S22,Bến Đường Vành đai 2,,20.997284,105.843291,,
08A_2_S23,"Bến 207 Đường Giải Phóng, Phường Bạch Mai",,21.000150,105.845291,,
08A_2_S24,"Bến 1 Đường Đại Cồ Việt, Phường Bạch Mai",,21.003003,105.847383,,
08A_2_S25,"Bến 1 Đường Đại Cồ Việt, Phường Bạch Mai",,21.003583,105.848541,,
08A_2_S26,"Bến 218 Phố Bạch Mai, Phường Bạch Mai",,21.004560,105.850959,,
08A_2_S27,"Bến 322 Phố Huế, Phường Hai Bà Trưng",,21.010327,105.851461,,
08A_2_S28,"Bến 188 Phố Huế, Phường Hai Bà Trưng",,21.014503,105.851561,,
08A_2_S29,"Bến Phố Trần Quốc Toản, Phường Cửa Nam",,21.019083,105.851557,,
08A_2_S30,"Bến 26 Phố Hàng Bài, Phường Cửa Nam",,21.023300,105.852541,,
08A_2_S31,"Bến 75 Phố Đinh Tiên Hoàng, Phường Hoàn Kiếm",,21.027200,105.853326,,
08A_2_S32,Bến 23 Phố Hàng Tre,,21.032231,105.855512,,
08A_2_S33,Bến Phố Lương Ngọc Quyến,,21.034833,105.854540,,
08A_2_S34,Bến Phố Nguyễn Thiếp (Điểm trung chuyển Long Biên),,21.041732,105.849307,,
08A_2_S35,Bến Đường Yên Phụ,,21.042849,105.848140,,
08B_1_S1,Bến Đường Yên Phụ,,21.042849,105.848140,,
08B_1_S2,Bến Ngõ 187 Đường Hồng Hà (Điểm trung chuyển Long Biên),,21.041682,105.849091,,
08B_1_S3,Bến Phố Hàng Mắm (Khách Sạn Hanoi Stars),,21.033716,105.854257,,
08B_1_S4,Bến Phố Lý Thái Tổ (Cung Thiếu nhi Hà Nội),,21.028366,105.855490,,
08B_1_S5,"Bến 38 Phố Ngô Quyền, Phường Cửa Nam",,21.022933,105.854207,,
08B_1_S6,"Bến 36 Phố Lý Thường Kiệt, Phường Cửa Nam",,21.023233,105.851691,,
08B_1_S7,"Bến 56 Phố Bà Triệu, Phường Cửa Nam",,21.022283,105.850240,,
08B_1_S8,"Bến 43 Phố Trần Quốc Toản, Phường Cửa Nam",,21.019450,105.849257,,
08B_1_S9,"Bến Phố Bà Triệu, Phường Hai Bà Trưng",,21.016300,105.849057,,
08B_1_S10,"Bến Phố Lê Đại Hành, Phường Hai Bà Trưng",,21.011550,105.848890,,
08B_1_S11,"Bến 218 Phố Bạch Mai, Phường Bạch Mai",,21.004233,105.850907,,
08B_1_S12,"Bến 1 Đường Đại Cồ Việt, Phường Bạch Mai",,21.003667,105.848407,,
08B_1_S13,"Bến 1 Đường Đại Cồ Việt, Phường Bạch Mai",,21.003133,105.847324,,
08B_1_S14,"Bến 207 Đường Giải Phóng, Phường Bạch Mai",,20.999850,105.845157,,
08B_1_S15,"Bến Phố Trần Đại Nghĩa, Phường Bạch Mai",,20.997726,105.845752,,
08B_1_S16,Bến Đường Giải Phóng,,20.993434,105.840924,,
08B_1_S17,Bến Đường Giải Phóng,,20.987850,105.840791,,
08B_1_S18,Bến Đường Giải Phóng,,20.984484,105.840757,,
08B_1_S19,Bến Đường Giải Phóng,,20.980634,105.840691,,
08B_1_S20,Bến Đường Giải Phóng,,20.976517,105.840624,,
08B_1_S21,Bến GIải Phóng,,20.972034,105.840607,,
08B_1_S22,"Bến Đường cao tốc Vành đai 3, Phường Hoàng Mai",,20.965768,105.842857,,
08B_1_S23,"Bến Phố Trần Thủ Độ, Phường Yên Sở",,20.959885,105.845907,,
08B_1_S24,Bến Đường Nguyễn Bặc,,20.950668,105.847657,,
08B_1_S25,"Bến Đường Tứ Hiệp, Phường Yên Sở",,20.947601,105.850524,,
08B_1_S26,"Bến Đường Tứ Hiệp, Phường Yên Sở",,20.945068,105.859157,,
08B_1_S27,Bến Đồng Trì,,20.942718,105.863874,,
08B_1_S28,Bến Đê Hữu Hồng,,20.934752,105.862990,,
08B_1_S29,Bến Đê Hữu Hồng,,20.926119,105.868290,,
08B_1_S30,Bến Đê Hữu Hồng,,20.922419,105.873740,,
08B_1_S31,Bến Đê Hữu Hồng,,20.923619,105.879590,,
08B_1_S32,Bến Đê Hữu Hồng,,20.921519,105.883323,,
08B_1_S33,Bến Đê Hữu Hồng,,20.914336,105.890640,,
08B_1_S34,Bến Xã Nam Phù,,20.911536,105.891106,,
08B_2_S1,Bến Xã Nam Phù,,20.911536,105.891106,,
08B_2_S2,Bến Đê Hữu Hồng,,20.914369,105.890640,,
08B_2_S3,Bến Đê Hữu Hồng,,20.920786,105.884006,,
08B_2_S4,Bến Văn Uyên,,20.924085,105.881107,,
08B_2_S5,Bến Đê Hữu Hồng,,20.922252,105.874390,,
08B_2_S6,Bến Đê Hữu Hồng,,20.925819,105.868623,,
08B_2_S7,Bến Đê Hữu Hồng,,20.934452,105.863107,,
08B_2_S8,Bến Đồng Trì,,20.942218,105.864040,,
08B_2_S9,"Bến Đường Tứ Hiệp, Phường Yên Sở",,20.945018,105.859440,,
08B_2_S10,"Bến Đường Tứ Hiệp, Phường Yên Sở",,20.947518,105.850990,,
08B_2_S11,Bến Đường Nguyễn Bặc,,20.950168,105.847857,,
08B_2_S12,"Bến Phố Trần Thủ Độ, Phường Yên Sở",,20.960035,105.846024,,
08B_2_S13,Bến Đường Ngọc Hồi (Bến xe Nước Ngầm),,20.965018,105.841957,,
08B_2_S14,Bến Đường Giải Phóng,,20.971297,105.841121,,
08B_2_S15,Bến Đường Giải Phóng (Bến xe Giáp Bát),,20.980834,105.841441,,
08B_2_S16,Bến Đường Giải Phóng,,20.984922,105.841010,,
08B_2_S17,Bến Đường Giáp Bát,,20.989627,105.841102,,
08B_2_S18,Bến Đường Giải Phóng,,20.993634,105.841124,,
08B_2_S19,Bến Đường Vành đai 2,,20.997284,105.843291,,
08B_2_S20,"Bến 207 Đường Giải Phóng, Phường Bạch Mai",,21.000150,105.845291,,
08B_2_S21,"Bến 1 Đường Đại Cồ Việt, Phường Bạch Mai",,21.003003,105.847383,,
08B_2_S22,"Bến 1 Đường Đại Cồ Việt, Phường Bạch Mai",,21.003583,105.848541,,
08B_2_S23,"Bến 218 Phố Bạch Mai, Phường Bạch Mai",,21.004560,105.850959,,
08B_2_S24,"Bến 322 Phố Huế, Phường Hai Bà Trưng",,21.010327,105.851461,,
08B_2_S25,"Bến 188 Phố Huế, Phường Hai Bà Trưng",,21.014503,105.851561,,
08B_2_S26,"Bến Phố Trần Quốc Toản, Phường Cửa Nam",,21.019083,105.851557,,
08B_2_S27,"Bến 26 Phố Hàng Bài, Phường Cửa Nam",,21.023300,105.852541,,
08B_2_S28,"Bến 75 Phố Đinh Tiên Hoàng, Phường Hoàn Kiếm",,21.027200,105.853326,,
08B_2_S29,Bến 23 Phố Hàng Tre,,21.032231,105.855512,,
08B_2_S30,Bến Phố Lương Ngọc Quyến,,21.034833,105.854540,,
08B_2_S31,Bến Phố Nguyễn Thiếp (Điểm trung chuyển Long Biên),,21.041732,105.849307,,
08B_2_S32,Bến Đường Yên Phụ,,21.042849,105.848140,,
09_1_S1,"Bến Phố Cầu Gỗ, Phường Hoàn Kiếm",,21.032164,105.851788,,
09_1_S2,"Bến 16 Phố Lê Thái Tổ, Phường Hoàn Kiếm",,21.028666,105.851007,,
09_1_S3,"Bến 7 Phố Tràng Thi, Phường Hoàn Kiếm",,21.025300,105.851257,,
09_1_S4,"Bến 56 Phố Bà Triệu, Phường Cửa Nam",,21.022283,105.850240,,
09_1_S5,"Bến 43 Phố Trần Quốc Toản, Phường Cửa Nam",,21.019450,105.849257,,
09_1_S6,Bến Phố Trần Nhân Tông,,21.017538,105.845562,,
09_1_S7,Bến Ngõ 98 Khâm Thiên,,21.019377,105.837823,,
09_1_S8,Bến Phố Khâm Thiên (Chùa Linh Ứng),,21.019613,105.833925,,
09_1_S9,Bến Phố Nguyễn Lương Bằng,,21.016060,105.828116,,
09_1_S10,Bến Phố Tây Sơn,,21.011350,105.825174,,
09_1_S11,Bến Phố Tây Sơn (Trường Trung cấp Nghiệp vụ và Dạy nghề Công đoàn Hà Nội),,21.007383,105.822975,,
09_1_S12,Bến 41 Phố Thái Thịnh,,21.007850,105.820741,,
09_1_S13,Bến 119 Phố Thái Thịnh,,21.011800,105.817358,,
09_1_S14,Bến 63 Ngõ Thái Hà,,21.014066,105.814958,,
09_1_S15,Bến Phố Huỳnh Thúc Kháng,,21.017266,105.814075,,
09_1_S16,Bến 91 Đường Nguyễn Chí Thanh,,21.019750,105.808966,,
09_1_S17,Bến 62 Đường Nguyễn Chí Thanh,,21.021702,105.809166,,
09_1_S18,Bến Ngõ 82 Ngõ 82 Phố Chùa Láng,,21.023716,105.806292,,
09_1_S19,Bến Phố Chùa Láng,,21.023500,105.802008,,
09_1_S20,Bến Đường Láng,,21.023637,105.799234,,
09_1_S21,Bến Đường Láng,,21.026400,105.798575,,
09_1_S22,Bến Điểm trung chuyển Bus Cầu Giấy,,21.028833,105.803725,,
09_1_S23,Bến Đường Bưởi,,21.029673,105.808635,,
09_1_S24,Bến 50 Phố Liễu Giai,,21.032683,105.813575,,
09_1_S25,Bến 4 Phố Liễu Giai,,21.036833,105.814791,,
09_1_S26,Bến 30 Đường Văn Cao,,21.040083,105.815875,,
09_1_S27,Bến Ngõ 190 Hoàng Hoa Thám,,21.042316,105.819491,,
09_1_S28,Bến Ngõ 105 Đường Thụy Khuê,,21.041049,105.824291,,
09_1_S29,Bến 2 Phố Ngọc Hà,,21.038966,105.828791,,
09_1_S30,Bến Phố Lê Hồng Phong,,21.034566,105.831941,,
09_1_S31,Bến 41 Đường Điện Biên Phủ,,21.033633,105.837591,,
09_1_S32,Bến Đường Điện Biên Phủ,,21.029533,105.842124,,
09_1_S33,Bến Phố Tràng Thi (Bệnh viện Phụ sản Trung ương),,21.026250,105.846541,,
09_1_S34,Bến Phố Quang Trung (Viện Dược liệu),,21.025250,105.849974,,
09_1_S35,"Bến 75 Phố Đinh Tiên Hoàng, Phường Hoàn Kiếm",,21.027200,105.853326,,
09_1_S36,"Bến Phố Cầu Gỗ, Phường Hoàn Kiếm",,21.032174,105.851668,,
09_2_S1,"Bến Phố Cầu Gỗ, Phường Hoàn Kiếm",,21.032174,105.851668,,
09_2_S2,"Bến 16 Phố Lê Thái Tổ, Phường Hoàn Kiếm",,21.028666,105.851007,,
09_2_S3,Bến Phố Tràng Thi,,21.026698,105.849507,,
09_2_S4,Bến Phố Tràng Thi (Bệnh viện Răng Hàm Mặt Trung ương Hà Nội),,21.027633,105.846491,,
09_2_S5,Bến Đường Điện Biên Phủ,,21.029699,105.842224,,
09_2_S6,Bến 28A Đường Điện Biên Phủ,,21.032233,105.839707,,
09_2_S7,Bến 2 Phố Ông Ích Khiêm,,21.034433,105.834108,,
09_2_S8,Bến Ngõ 75 Phố Đội Cấn,,21.034783,105.830241,,
09_2_S9,Bến Ngõ 195 Phố Đội Cấn,,21.035399,105.823274,,
09_2_S10,Bến 285 Ngõ 285 Phố Đội Cấn,,21.035716,105.818758,,
09_2_S11,Bến 4 Phố Liễu Giai,,21.036599,105.814475,,
09_2_S12,Bến 50 Phố Liễu Giai,,21.033066,105.813341,,
09_2_S13,Bến 360 Phố Kim Mã,,21.030224,105.810914,,
09_2_S14,"Bến Đường Cầu Giấy, Phường Giảng Võ",,21.029044,105.803564,,
09_2_S15,Bến Đường xe đạp sông Tô Lịch,,21.027116,105.798708,,
09_2_S16,Bến Đường Láng,,21.023316,105.799158,,
09_2_S17,Bến Phố Chùa Láng,,21.023550,105.802475,,
09_2_S18,Bến Ngõ 82 Ngõ 82 Phố Chùa Láng,,21.023716,105.805858,,
09_2_S19,Bến 3 Phố Chùa Láng,,21.022450,105.809208,,
09_2_S20,Bến 70 Đường Nguyễn Chí Thanh,,21.018455,105.806888,,
09_2_S21,Bến 70 Đường Nguyễn Chí Thanh,,21.018450,105.807258,,
09_2_S22,Bến Ngõ 18 Phố Huỳnh Thúc Kháng,,21.019433,105.809453,,
09_2_S23,Bến 6 Phố Huỳnh Thúc Kháng,,21.017483,105.813406,,
09_2_S24,Bến Ngõ 9 Vũ Ngọc Phan,,21.013533,105.812525,,
09_2_S25,Bến Đường Láng,,21.010350,105.811808,,
09_2_S26,Bến Ngõ 100 Phố Yên Lãng,,21.010867,105.816075,,
09_2_S27,Bến 119 Phố Thái Thịnh,,21.011567,105.817525,,
09_2_S28,Bến 51 Phố Thái Thịnh,,21.009100,105.819575,,
09_2_S29,Bến Phố Tây Sơn,,21.007867,105.823491,,
09_2_S30,Bến Phố Tây Sơn,,21.010567,105.824891,,
09_2_S31,Bến Phố Nguyễn Lương Bằng,,21.017120,105.828864,,
09_2_S32,Bến Ngõ Tiến Bộ,,21.019537,105.833231,,
09_2_S33,Bến Ngõ Trung Tiền,,21.019183,105.838374,,
09_2_S34,Bến Phố Trần Nhân Tông,,21.017455,105.844802,,
09_2_S35,Bến 53 Phố Quang Trung,,21.018466,105.847207,,
09_2_S36,"Bến Phố Trần Quốc Toản, Phường Cửa Nam",,21.019083,105.851557,,
09_2_S37,"Bến 26 Phố Hàng Bài, Phường Cửa Nam",,21.023300,105.852541,,
09_2_S38,"Bến 75 Phố Đinh Tiên Hoàng, Phường Hoàn Kiếm",,21.027200,105.853326,,
09_2_S39,"Bến Phố Cầu Gỗ, Phường Hoàn Kiếm",,21.032164,105.851788,,
108_2_S1,Bến Đường tỉnh 428B,,20.651359,105.957755,,
108_2_S2,Bến Xã Đại Xuyên,,20.652676,105.953022,,
108_2_S3,Bến Đường tỉnh 428B,,20.654876,105.946489,,
108_2_S4,Bến Đường tỉnh 428B,,20.661092,105.943589,,
108_2_S5,Bến Đường tỉnh 428B,,20.665359,105.945172,,
108_2_S6,Bến Đường tỉnh 428B,,20.669242,105.953572,,
108_2_S7,Bến Hoà Hạ,,20.673325,105.956988,,
108_2_S8,Bến Đường tỉnh 428B,,20.679725,105.957455,,
108_2_S9,Bến Đường tỉnh 428B,,20.683625,105.956922,,
108_2_S10,Bến Đường tỉnh 428B,,20.687475,105.956272,,
108_2_S11,Bến Đường tỉnh 428,,20.693125,105.955188,,
108_2_S12,Bến Đường tỉnh 428,,20.696508,105.955955,,
108_2_S13,Bến Đường tỉnh 428,,20.700308,105.954505,,
108_2_S14,Bến Thuỷ Trú,,20.703558,105.951339,,
108_2_S15,Bến Đường tỉnh 428,,20.708891,105.945239,,
108_2_S16,Bến Đường tỉnh 428,,20.708958,105.941989,,
108_2_S17,Bến Đường tỉnh 428,,20.712457,105.929689,,
108_2_S18,Bến Xã Đại Xuyên,,20.715691,105.927722,,
108_2_S19,Bến Đường cao tốc Pháp Vân - Cầu Giẽ,,20.718491,105.918706,,
108_2_S20,Bến Xã Đại Xuyên,,20.719241,105.911689,,
108_2_S21,Bến Quốc lộ 1,,20.721607,105.911689,,
108_2_S22,Bến Xã Phú Xuyên,,20.731974,105.912273,,
108_2_S23,Bến Quốc lộ 1,,20.737123,105.913039,,
108_2_S24,Bến Quốc lộ 1,,20.741890,105.913256,,
108_2_S25,Bến Quốc lộ 1,,20.746507,105.911689,,
108_2_S26,Bến Phú Mỹ,,20.753240,105.911356,,
108_2_S27,Bến Quốc lộ 1,,20.763023,105.908756,,
108_2_S28,Bến Quốc lộ 1,,20.769306,105.903473,,
108_2_S29,Bến Quốc lộ 1,,20.773989,105.898673,,
108_2_S30,Bến Quốc lộ 1,,20.785656,105.892223,,
108_2_S31,Bến Quốc lộ 1,,20.796605,105.886940,,
108_2_S32,Bến Quốc lộ 1,,20.806372,105.883823,,
108_2_S33,Bến Quốc lộ 1,,20.823138,105.882090,,
108_2_S34,Bến Quốc lộ 1,,20.830371,105.877973,,
108_2_S35,Bến Quốc lộ 1,,20.842871,105.872740,,
108_2_S36,Bến Quốc lộ 1,,20.854021,105.870190,,
108_2_S37,Bến Đường Hùng Nguyên,,20.864737,105.866824,,
10A_1_S1,Bến Đường đi bộ cầu Long Biên,,21.040216,105.850791,,
10A_1_S2,Bến Phố Nguyễn Thiếp (Điểm trung chuyển Long Biên),,21.041582,105.849191,,
10A_1_S3,Bến Ngõ 133 Đường Nguyễn Văn Cừ,,21.042632,105.870607,,
10A_1_S4,Bến Đường Nguyễn Văn Cừ,,21.045932,105.875823,,
10A_1_S5,Bến Phố Ngô Gia Khảm,,21.047320,105.878690,,
10A_1_S6,Bến Ngõ 451 Đường Nguyễn Văn Cừ,,21.048763,105.881605,,
10A_1_S7,Bến Phường Bồ Đề,,21.052499,105.885840,,
10A_1_S8,Bến 3 Đường Ngô Gia Tự,,21.056961,105.889538,,
10A_1_S9,Bến Đường Ngô Gia Tự,,21.061499,105.893906,,
10A_1_S10,Bến Đường Ngô Gia Tự,,21.064765,105.897089,,
10A_1_S11,Bến Đường Ngô Gia Tự,,21.068665,105.900823,,
10A_1_S12,Bến Đường Ngô Gia Tự,,21.074795,105.906880,,
10A_1_S13,Bến Cầu Đuống,,21.079807,105.911401,,
10A_1_S14,Bến Đường Hà Huy Tập,,21.084160,105.915730,,
10A_1_S15,Bến Đường Hà Huy Tập,,21.088398,105.919972,,
10A_1_S16,Bến Đường Hà Huy Tập,,21.092965,105.924406,,
10A_1_S17,Bến Đường Hà Huy Tập,,21.095881,105.927339,,
10A_1_S18,Bến Đường Đặng Phúc Thông,,21.099100,105.930812,,
10A_1_S19,Bến Đường Trần Phú,,21.105115,105.938039,,
10A_1_S20,Bến Đường Trần Phú,,21.110464,105.945688,,
10A_1_S21,Bến Đường Trần Phú,,21.113614,105.951371,,
10A_1_S22,Bến Đường Trần Phú,,21.116430,105.956405,,
10A_1_S23,Bến Ngõ 2 Trần Phú,,21.119714,105.962321,,
10A_1_S24,Bến Đường Minh Khai,,21.122614,105.967388,,
10A_1_S25,Bến 400 Đường Minh Khai,,21.124980,105.971521,,
10A_2_S1,Bến 400 Đường Minh Khai,,21.124980,105.971521,,
10A_2_S2,Bến 34 Đường Minh Khai,,21.121014,105.964438,,
10A_2_S3,Bến Phường Từ Sơn,,21.119480,105.961688,,
10A_2_S4,Bến Đường Trần Phú,,21.117747,105.958588,,
10A_2_S5,Bến Đường Trần Phú,,21.114230,105.951871,,
10A_2_S6,Bến Phường Từ Sơn,,21.105565,105.938221,,
10A_2_S7,Bến Đường Đặng Phúc Thông,,21.099181,105.930705,,
10A_2_S8,Bến Đường Hà Huy Tập,,21.096764,105.927942,,
10A_2_S9,Bến Đường Hà Huy Tập,,21.092973,105.924289,,
10A_2_S10,Bến Đường Hà Huy Tập,,21.088048,105.919456,,
10A_2_S11,Bến Đường Hà Huy Tập,,21.084248,105.915672,,
10A_2_S12,Bến Đường Hà Huy Tập,,21.080646,105.912068,,
10A_2_S13,Bến Đường Ngô Gia Tự,,21.074798,105.906522,,
10A_2_S14,Bến Ngõ 725 Đường Ngô Gia Tự,,21.068516,105.900289,,
10A_2_S15,Bến Đường Ngô Gia Tự,,21.065179,105.897186,,
10A_2_S16,Bến Đường Ngô Gia Tự,,21.061544,105.893709,,
10A_2_S17,Bến 79 Đường Ngô Gia Tự,,21.058132,105.890261,,
10A_2_S18,Bến Phường Bồ Đề,,21.052587,105.885594,,
10A_2_S19,Bến Đường Nguyễn Văn Cừ,,21.049782,105.883057,,
10A_2_S20,Bến Ngõ 307 Đường Nguyễn Văn Cừ,,21.045799,105.875123,,
10A_2_S21,Bến Ngõ 133 Đường Nguyễn Văn Cừ,,21.042601,105.870286,,
10A_2_S22,Bến Phố Nguyễn Thiếp (Điểm trung chuyển Long Biên),,21.041732,105.849307,,
10A_2_S23,Bến Đường đi bộ cầu Long Biên,,21.040216,105.850791,,
10B_1_S1,Bến Đường Yên Phụ,,21.043432,105.847657,,
10B_1_S2,Bến Phố Nguyễn Thiếp (Điểm trung chuyển Long Biên),,21.041582,105.849191,,
10B_1_S3,Bến Đường Trần Nhật Duật,,21.037816,105.852590,,
10B_1_S4,Bến Đường Nguyễn Văn Cừ (Silver Wings),,21.042812,105.871036,,
10B_1_S5,Bến Đường Nguyễn Văn Cừ,,21.045932,105.875823,,
10B_1_S6,Bến Phố Ngô Gia Khảm,,21.047320,105.878690,,
10B_1_S7,Bến Ngõ 451 Đường Nguyễn Văn Cừ,,21.048763,105.881605,,
10B_1_S8,Bến Phường Bồ Đề,,21.052499,105.885840,,
10B_1_S9,Bến 3 Đường Ngô Gia Tự,,21.056961,105.889538,,
10B_1_S10,Bến Đường Ngô Gia Tự,,21.061499,105.893906,,
10B_1_S11,Bến Đường Ngô Gia Tự,,21.064765,105.897089,,
10B_1_S12,Bến Đường Ngô Gia Tự,,21.068665,105.900823,,
10B_1_S13,Bến Đường Ngô Gia Tự,,21.074795,105.906880,,
10B_1_S14,Bến Cầu Đuống,,21.079807,105.911401,,
10B_1_S15,Bến Đường Hà Huy Tập,,21.084160,105.915730,,
10B_1_S16,Bến Đường Hà Huy Tập,,21.088398,105.919972,,
10B_1_S17,Bến Đường Hà Huy Tập,,21.092965,105.924406,,
10B_1_S18,Bến Đường Hà Huy Tập,,21.095881,105.927339,,
10B_1_S19,Bến Đường Ninh Hiệp,,21.095681,105.930372,,
10B_1_S20,Bến Đường Ninh Hiệp,,21.088915,105.938305,,
10B_1_S21,Bến Đường Ninh Hiệp,,21.085815,105.939605,,
10B_1_S22,Bến Đường Ninh Hiệp,,21.083665,105.940038,,
10B_1_S23,Bến Tế Xuyên,,21.080798,105.939405,,
10B_1_S24,Bến Đường Ninh Hiệp,,21.076482,105.943188,,
10B_1_S25,Bến Đường Phù Đổng,,21.062782,105.955238,,
10B_1_S26,Bến Đường Phù Đổng,,21.062049,105.966421,,
10B_1_S27,Bến Đường Trung Mầu,,21.061099,105.982187,,
10B_2_S1,Bến Đường Trung Mầu,,21.061099,105.982187,,
10B_2_S2,Bến Đường Phù Đổng,,21.062115,105.965505,,
10B_2_S3,Bến Đường Phù Đổng,,21.062732,105.955955,,
10B_2_S4,Bến Ngõ 503 Ninh Hiệp,,21.076815,105.942838,,
10B_2_S5,Bến Tế Xuyên,,21.081693,105.939606,,
10B_2_S6,Bến Đường Ninh Hiệp,,21.083232,105.939988,,
10B_2_S7,Bến Đường Ninh Hiệp,,21.086665,105.939488,,
10B_2_S8,Bến Đường Ninh Hiệp,,21.089221,105.938110,,
10B_2_S9,Bến Quy Mông,,21.095447,105.930875,,
10B_2_S10,Bến Đường Hà Huy Tập,,21.096764,105.927942,,
10B_2_S11,Bến Đường Hà Huy Tập,,21.092973,105.924289,,
10B_2_S12,Bến Đường Hà Huy Tập,,21.088048,105.919456,,
10B_2_S13,Bến Đường Hà Huy Tập,,21.084248,105.915672,,
10B_2_S14,Bến Đường Hà Huy Tập,,21.080646,105.912068,,
10B_2_S15,Bến Đường Ngô Gia Tự,,21.074798,105.906522,,
10B_2_S16,Bến Ngõ 725 Đường Ngô Gia Tự,,21.068516,105.900289,,
10B_2_S17,Bến Đường Ngô Gia Tự,,21.065179,105.897186,,
